Transaction Summary for January 1, 2013 to April 27, 2016
Transactions: 581

Date	Order ID	SKU	Transaction type	Payment Type	Payment Detail	Amount	Quantity	Product Title
Jul 18, 2014	111-4653687-0593063	L-KMorTRU-3/14-1499-FROZEN.OLAF.SMALL	Refund	Amazon fees	Refund Administration Fee	$-0.75		Disney Frozen Olaf Doll
Jul 18, 2014	111-4653687-0593063	L-KMorTRU-3/14-1499-FROZEN.OLAF.SMALL	Refund	Product charges		$-24.99	1	Disney Frozen Olaf Doll
Jul 11, 2014	116-5088966-5911438	TGT-0428?14-2998-HAM.BEACH.49981.COFFEE	Refund	Amazon fees	Referral Fee on Item Price	$7.13		Hamilton Beach 49981 Single Serve Scoop Coffee Maker, Stainless Steel
Jul 11, 2014	116-5088966-5911438	TGT-0428?14-2998-HAM.BEACH.49981.COFFEE	Refund	Amazon fees	Refund Administration Fee	$-1.43		Hamilton Beach 49981 Single Serve Scoop Coffee Maker, Stainless Steel
Jul 11, 2014	116-5088966-5911438	TGT-0428?14-2998-HAM.BEACH.49981.COFFEE	Refund	Product charges		$-47.50	1	Hamilton Beach 49981 Single Serve Scoop Coffee Maker, Stainless Steel
Jul 11, 2014	116-5088966-5911438	TGT-0428?14-2998-HAM.BEACH.49981.COFFEE	Refund	Promo rebates	Shipping	$9.49		Hamilton Beach 49981 Single Serve Scoop Coffee Maker, Stainless Steel
Jul 11, 2014	116-5088966-5911438	TGT-0428?14-2998-HAM.BEACH.49981.COFFEE	Refund	Other	Shipping	$-9.49		Hamilton Beach 49981 Single Serve Scoop Coffee Maker, Stainless Steel
Jul 8, 2014	113-9945577-6583447	L-TRU-030714-1199-D.PRINCSS-WAND.TIARA	Refund	Amazon fees	Referral Fee on Item Price	$4.49		Disney Princess Magical Wand and Tiara
Jul 8, 2014	113-9945577-6583447	L-TRU-030714-1199-D.PRINCSS-WAND.TIARA	Refund	Amazon fees	Refund Administration Fee	$-0.90		Disney Princess Magical Wand and Tiara
Jul 8, 2014	113-9945577-6583447	L-TRU-030714-1199-D.PRINCSS-WAND.TIARA	Refund	Product charges		$-29.90	1	Disney Princess Magical Wand and Tiara
Jul 5, 2014	111-5095376-1129827		Refund	Amazon fees	Shipping Chargeback	$2.73		
Jul 5, 2014	111-5095376-1129827		Refund	Other	Shipping	$-2.73		
Jun 25, 2014	104-9747838-9360243	RA-4/14-299-CHUTES&LADDERS	Refund	Amazon fees	Referral Fee on Item Price	$1.63		Chutes and Ladders
Jun 25, 2014	104-9747838-9360243	RA-4/14-299-CHUTES&LADDERS	Refund	Amazon fees	Refund Administration Fee	$-0.33		Chutes and Ladders
Jun 25, 2014	104-9747838-9360243	RA-4/14-299-CHUTES&LADDERS	Refund	Product charges		$-10.89	1	Chutes and Ladders
Jun 24, 2014	102-1430527-5911468	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Amazon fees	Referral Fee on Item Price	$5.25		Disney Frozen Elsa Toddler Doll
Jun 24, 2014	102-1430527-5911468	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Amazon fees	Refund Administration Fee	$-1.05		Disney Frozen Elsa Toddler Doll
Jun 24, 2014	102-1430527-5911468	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Product charges		$-34.97	1	Disney Frozen Elsa Toddler Doll
Jun 24, 2014	102-1430527-5911468	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Promo rebates	Shipping	$3.12		Disney Frozen Elsa Toddler Doll
Jun 24, 2014	102-1430527-5911468	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Other	Shipping	$-3.12		Disney Frozen Elsa Toddler Doll
Jun 20, 2014	104-8852700-3830660	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Amazon fees	Referral Fee on Item Price	$9.89		simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 20, 2014	104-8852700-3830660	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Amazon fees	Refund Administration Fee	$-1.98		simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 20, 2014	104-8852700-3830660	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Product charges		$-65.95	1	simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 20, 2014	104-8852700-3830660	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Promo rebates	Shipping	$3.96		simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 20, 2014	104-8852700-3830660	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Other	Shipping	$-3.96		simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 20, 2014	110-6912364-3706661	TRU-050414-1999-SIDEWINDER.GREEN	Refund	Amazon fees	Referral Fee on Item Price	$5.09		Air Hogs RC Skywinder - R/C Stunt Rocket Green
Jun 20, 2014	110-6912364-3706661	TRU-050414-1999-SIDEWINDER.GREEN	Refund	Amazon fees	Refund Administration Fee	$-1.02		Air Hogs RC Skywinder - R/C Stunt Rocket Green
Jun 20, 2014	110-6912364-3706661	TRU-050414-1999-SIDEWINDER.GREEN	Refund	Product charges		$-33.94	1	Air Hogs RC Skywinder - R/C Stunt Rocket Green
Jun 17, 2014	103-2502861-6249030	TRU-020214-1349-FROZENELSAMEDIUMPLUSH	Refund	Amazon fees	Referral Fee on Item Price	$8.39		Just Play Disney Frozen Elsa Plush, Medium
Jun 17, 2014	103-2502861-6249030	TRU-020214-1349-FROZENELSAMEDIUMPLUSH	Refund	Amazon fees	Refund Administration Fee	$-1.68		Just Play Disney Frozen Elsa Plush, Medium
Jun 17, 2014	103-2502861-6249030	TRU-020214-1349-FROZENELSAMEDIUMPLUSH	Refund	Product charges		$-55.94	1	Just Play Disney Frozen Elsa Plush, Medium
Jun 12, 2014	107-4061585-1849018	l-1403.11-2498-SWISSGEAR.16IN.LAPTOPCASE	Refund	Amazon fees	Referral Fee on Item Price	$6.74		Wenger SwissGear The Insight 16-Inch Laptop Case - Black
Jun 12, 2014	107-4061585-1849018	l-1403.11-2498-SWISSGEAR.16IN.LAPTOPCASE	Refund	Amazon fees	Refund Administration Fee	$-1.35		Wenger SwissGear The Insight 16-Inch Laptop Case - Black
Jun 12, 2014	107-4061585-1849018	l-1403.11-2498-SWISSGEAR.16IN.LAPTOPCASE	Refund	Product charges		$-44.95	1	Wenger SwissGear The Insight 16-Inch Laptop Case - Black
Jun 7, 2014	102-8673619-6578663	SEARS-050714-1299-CARTERS.PIGGY.BANK	Refund	Amazon fees	Referral Fee on Item Price	$4.49		Carters Smiley Happy Piggy Bank, Silver
Jun 7, 2014	102-8673619-6578663	SEARS-050714-1299-CARTERS.PIGGY.BANK	Refund	Amazon fees	Refund Administration Fee	$-0.90		Carters Smiley Happy Piggy Bank, Silver
Jun 7, 2014	102-8673619-6578663	SEARS-050714-1299-CARTERS.PIGGY.BANK	Refund	Product charges		$-29.95	1	Carters Smiley Happy Piggy Bank, Silver
Jun 6, 2014	114-7116445-7123441	TRU-051614-1299-PAW.PATROL.VEH.MD.BLUE	Refund	Amazon fees	Referral Fee on Item Price	$4.44		Paw Patrol Chase's Cruiser
Jun 6, 2014	114-7116445-7123441	TRU-051614-1299-PAW.PATROL.VEH.MD.BLUE	Refund	Amazon fees	Refund Administration Fee	$-0.89		Paw Patrol Chase's Cruiser
Jun 6, 2014	114-7116445-7123441	TRU-051614-1299-PAW.PATROL.VEH.MD.BLUE	Refund	Product charges		$-29.60	1	Paw Patrol Chase's Cruiser
Jun 4, 2014	116-1126060-6679420	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Amazon fees	Referral Fee on Item Price	$6.74		Disney Frozen Elsa Toddler Doll
Jun 4, 2014	116-1126060-6679420	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Amazon fees	Refund Administration Fee	$-1.35		Disney Frozen Elsa Toddler Doll
Jun 4, 2014	116-1126060-6679420	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Product charges		$-44.94	1	Disney Frozen Elsa Toddler Doll
Jun 4, 2014	103-0840703-5757015	SEARS-051314-2599-FP.CHEER.4.ME.POTTY	Refund	Amazon fees	Referral Fee on Item Price	$9.89		Fisher-Price Cheer for Me Potty
Jun 4, 2014	103-0840703-5757015	SEARS-051314-2599-FP.CHEER.4.ME.POTTY	Refund	Amazon fees	Refund Administration Fee	$-1.98		Fisher-Price Cheer for Me Potty
Jun 4, 2014	103-0840703-5757015	SEARS-051314-2599-FP.CHEER.4.ME.POTTY	Refund	Product charges		$-65.95	1	Fisher-Price Cheer for Me Potty
Jun 2, 2014	106-9387121-9384216	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Amazon fees	Referral Fee on Item Price	$9.89		simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 2, 2014	106-9387121-9384216	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Amazon fees	Refund Administration Fee	$-1.98		simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
Jun 2, 2014	106-9387121-9384216	SEARS-051314-2497-SH.SOAP.MOTION.L	Refund	Product charges		$-65.95	1	simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel
May 30, 2014	110-1711956-0226659	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Amazon fees	Referral Fee on Item Price	$6.74		Disney Frozen Elsa Toddler Doll
May 30, 2014	110-1711956-0226659	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Amazon fees	Refund Administration Fee	$-1.35		Disney Frozen Elsa Toddler Doll
May 30, 2014	110-1711956-0226659	Tgt-120713-1999-DisneyFrozentoddlerElsa	Refund	Product charges		$-44.94	1	Disney Frozen Elsa Toddler Doll
May 27, 2014	114-8355954-9314627	RA-4/14/424-SUDOKU.ELEC	Refund	Amazon fees	Referral Fee on Item Price	$1.80		Illuminated Touch Screen Sudoku Puzzle Game
May 27, 2014	114-8355954-9314627	RA-4/14/424-SUDOKU.ELEC	Refund	Amazon fees	Refund Administration Fee	$-0.36		Illuminated Touch Screen Sudoku Puzzle Game
May 27, 2014	114-8355954-9314627	RA-4/14/424-SUDOKU.ELEC	Refund	Product charges		$-11.99	1	Illuminated Touch Screen Sudoku Puzzle Game
May 23, 2014	105-2102322-1185021	TGT-3/14-1499-THOMAS.TRAIN.FLEECE.THROW	Refund	Amazon fees	Referral Fee on Item Price	$9.15		Thomas & Friends Plush Fleece Throw 50" x 60" (image may vary)
May 23, 2014	105-2102322-1185021	TGT-3/14-1499-THOMAS.TRAIN.FLEECE.THROW	Refund	Amazon fees	Refund Administration Fee	$-1.83		Thomas & Friends Plush Fleece Throw 50" x 60" (image may vary)
May 23, 2014	105-2102322-1185021	TGT-3/14-1499-THOMAS.TRAIN.FLEECE.THROW	Refund	Product charges		$-61.00	2	Thomas & Friends Plush Fleece Throw 50" x 60" (image may vary)
May 23, 2014	104-3030594-7445057	TRU-051614-999-PAW.PATROL.PLUSH.S.YELLOW	Refund	Amazon fees	Referral Fee on Item Price	$2.99		Paw Patrol Plush Pup Pals Rubble Toy
May 23, 2014	104-3030594-7445057	TRU-051614-999-PAW.PATROL.PLUSH.S.YELLOW	Refund	Amazon fees	Refund Administration Fee	$-0.60		Paw Patrol Plush Pup Pals Rubble Toy
May 23, 2014	104-3030594-7445057	TRU-051614-999-PAW.PATROL.PLUSH.S.YELLOW	Refund	Product charges		$-19.95	1	Paw Patrol Plush Pup Pals Rubble Toy
May 10, 2014	110-6640198-3684231	KM-011614-200-MONSUNOSTRIKEGLOVE	Refund	Amazon fees	Referral Fee on Item Price	$0.80		Monsuno Strike Gloves
May 10, 2014	110-6640198-3684231	KM-011614-200-MONSUNOSTRIKEGLOVE	Refund	Amazon fees	Refund Administration Fee	$-0.16		Monsuno Strike Gloves
May 10, 2014	110-6640198-3684231	KM-011614-200-MONSUNOSTRIKEGLOVE	Refund	Product charges		$-5.34	1	Monsuno Strike Gloves
May 10, 2014	109-7529733-7968219	TGT-4/4/14-2100est-FROZEN.COLOR.MAG.ANNA	Refund	Amazon fees	Referral Fee on Item Price	$5.09		Disney Frozen Color Change Anna Fashion Doll
May 10, 2014	109-7529733-7968219	TGT-4/4/14-2100est-FROZEN.COLOR.MAG.ANNA	Refund	Amazon fees	Refund Administration Fee	$-1.02		Disney Frozen Color Change Anna Fashion Doll
May 10, 2014	109-7529733-7968219	TGT-4/4/14-2100est-FROZEN.COLOR.MAG.ANNA	Refund	Product charges		$-33.95	1	Disney Frozen Color Change Anna Fashion Doll
Apr 30, 2014	114-9796919-9089001	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Amazon fees	Referral Fee on Item Price	$6.98		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 30, 2014	114-9796919-9089001	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Amazon fees	Refund Administration Fee	$-1.40		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 30, 2014	114-9796919-9089001	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Product charges		$-87.27	1	NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 19, 2014	107-4801479-0729841	L-MTL-022614-BATMANCOWLBATARANG	Refund	Amazon fees	Referral Fee on Item Price	$1.84		Batman Cowl and Batarang Role Play
Apr 19, 2014	107-4801479-0729841	L-MTL-022614-BATMANCOWLBATARANG	Refund	Amazon fees	Refund Administration Fee	$-0.37		Batman Cowl and Batarang Role Play
Apr 19, 2014	107-4801479-0729841	L-MTL-022614-BATMANCOWLBATARANG	Refund	Product charges		$-12.25	1	Batman Cowl and Batarang Role Play
Apr 18, 2014	103-1586111-1925801	TRU-030714-1650-CINDERELLA-BALLGOWN	Refund	Amazon fees	Referral Fee on Item Price	$6.44		Disney Princess Cinderella Bling Ball Dress
Apr 18, 2014	103-1586111-1925801	TRU-030714-1650-CINDERELLA-BALLGOWN	Refund	Amazon fees	Refund Administration Fee	$-1.29		Disney Princess Cinderella Bling Ball Dress
Apr 18, 2014	103-1586111-1925801	TRU-030714-1650-CINDERELLA-BALLGOWN	Refund	Product charges		$-42.95	1	Disney Princess Cinderella Bling Ball Dress
Apr 16, 2014	104-2751329-4723465	JCP-2/14-1900-FROZEN.ANNA.BLACK.BOOTS	Refund	Amazon fees	Referral Fee on Item Price	$7.50		Disney Frozen Princess Anna Black and Gold Costume Boots (9/10)
Apr 16, 2014	104-2751329-4723465	JCP-2/14-1900-FROZEN.ANNA.BLACK.BOOTS	Refund	Amazon fees	Refund Administration Fee	$-1.50		Disney Frozen Princess Anna Black and Gold Costume Boots (9/10)
Apr 16, 2014	104-2751329-4723465	JCP-2/14-1900-FROZEN.ANNA.BLACK.BOOTS	Refund	Product charges		$-50.00	1	Disney Frozen Princess Anna Black and Gold Costume Boots (9/10)
Apr 16, 2014	104-2751329-4723465	JCP-2/14-1900-FROZEN.ANNA.BLACK.BOOTS	Refund	Other	Product Tax	$-3.00		Disney Frozen Princess Anna Black and Gold Costume Boots (9/10)
Apr 15, 2014	102-5697191-9103404	TGT-020714-2498-LEGO76005SPIDEY	Refund	Amazon fees	Referral Fee on Item Price	$6.43		LEGO Super Heroes Daily Bugle Showdown 76005
Apr 15, 2014	102-5697191-9103404	TGT-020714-2498-LEGO76005SPIDEY	Refund	Amazon fees	Refund Administration Fee	$-1.29		LEGO Super Heroes Daily Bugle Showdown 76005
Apr 15, 2014	102-5697191-9103404	TGT-020714-2498-LEGO76005SPIDEY	Refund	Product charges		$-42.88	1	LEGO Super Heroes Daily Bugle Showdown 76005
Apr 14, 2014	110-3433689-1135418	L-STAP-021714-50-VERSOLIGHT-KINDLE	Refund	Amazon fees	Referral Fee on Item Price	$3.99		Verso Arc Light for Kindle, Nook, & Other eReaders - Black
Apr 14, 2014	110-3433689-1135418	L-STAP-021714-50-VERSOLIGHT-KINDLE	Refund	Amazon fees	Refund Administration Fee	$-0.80		Verso Arc Light for Kindle, Nook, & Other eReaders - Black
Apr 14, 2014	110-3433689-1135418	L-STAP-021714-50-VERSOLIGHT-KINDLE	Refund	Product charges		$-15.94	1	Verso Arc Light for Kindle, Nook, & Other eReaders - Black
Apr 14, 2014	107-6425413-0931406	L-ST-022414-2399-LINKSYS-SE2500-SWITCH	Refund	Amazon fees	Referral Fee on Item Price	$6.62		Linksys SE2500 5-Port Gigabit Ethernet Switch
Apr 14, 2014	107-6425413-0931406	L-ST-022414-2399-LINKSYS-SE2500-SWITCH	Refund	Amazon fees	Refund Administration Fee	$-1.32		Linksys SE2500 5-Port Gigabit Ethernet Switch
Apr 14, 2014	107-6425413-0931406	L-ST-022414-2399-LINKSYS-SE2500-SWITCH	Refund	Product charges		$-82.80	2	Linksys SE2500 5-Port Gigabit Ethernet Switch
Apr 10, 2014	106-8731399-9003419		Refund	Other	Other concession	$-4.63		
Apr 9, 2014	110-8155216-4285063	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Amazon fees	Referral Fee on Item Price	$6.70		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 9, 2014	110-8155216-4285063	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Amazon fees	Refund Administration Fee	$-1.34		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 9, 2014	110-8155216-4285063	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Product charges		$-83.81	1	NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 9, 2014	110-8155216-4285063	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Promo rebates	Shipping	$9.45		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 9, 2014	110-8155216-4285063	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Other	Shipping	$-9.45		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 9, 2014	106-8731399-9003419	MTL-120313-1424-OL-DisneyDustyRCPlane	Refund	Amazon fees	Referral Fee on Item Price	$2.94		Disney RC Planes Mini Rides Dusty Remote Control Vehicle
Apr 9, 2014	106-8731399-9003419	MTL-120313-1424-OL-DisneyDustyRCPlane	Refund	Amazon fees	Refund Administration Fee	$-0.59		Disney RC Planes Mini Rides Dusty Remote Control Vehicle
Apr 9, 2014	106-8731399-9003419	MTL-120313-1424-OL-DisneyDustyRCPlane	Refund	Product charges		$-19.59	1	Disney RC Planes Mini Rides Dusty Remote Control Vehicle
Apr 7, 2014	107-7777856-6505013	L-STAP-021614-999-PTOUCH-PT-D200-LABELER	Refund	Amazon fees	Referral Fee on Item Price	$3.52		Brother P-touch Home and Office Labeler (PT-D200)
Apr 7, 2014	107-7777856-6505013	L-STAP-021614-999-PTOUCH-PT-D200-LABELER	Refund	Amazon fees	Refund Administration Fee	$-0.70		Brother P-touch Home and Office Labeler (PT-D200)
Apr 7, 2014	107-7777856-6505013	L-STAP-021614-999-PTOUCH-PT-D200-LABELER	Refund	Amazon fees	Shipping Chargeback	$6.13		Brother P-touch Home and Office Labeler (PT-D200)
Apr 7, 2014	107-7777856-6505013	L-STAP-021614-999-PTOUCH-PT-D200-LABELER	Refund	Product charges		$-23.45	1	Brother P-touch Home and Office Labeler (PT-D200)
Apr 7, 2014	107-7777856-6505013	L-STAP-021614-999-PTOUCH-PT-D200-LABELER	Refund	Other	Shipping	$-6.13		Brother P-touch Home and Office Labeler (PT-D200)
Apr 5, 2014	106-1297263-0378642	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Amazon fees	Referral Fee on Item Price	$6.57		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 5, 2014	106-1297263-0378642	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Amazon fees	Refund Administration Fee	$-1.31		NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 5, 2014	106-1297263-0378642	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	Refund	Product charges		$-82.13	1	NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)
Apr 5, 2014	102-8269499-1565861		Refund	Promo rebates	Shipping	$1.26		
Apr 5, 2014	102-8269499-1565861		Refund	Other	Shipping	$-1.26		
Apr 1, 2014	110-2736369-5229826		Refund	Amazon fees	Shipping Chargeback	$8.99		
Apr 1, 2014	110-2736369-5229826		Refund	Other	Shipping	$-8.99		
Mar 29, 2014	102-7078070-6874658	TRU-020114-120-OLIVIADANCEPLUSH	Refund	Amazon fees	Referral Fee on Item Price	$2.69		Olivia Ready to Dance!
Mar 29, 2014	102-7078070-6874658	TRU-020114-120-OLIVIADANCEPLUSH	Refund	Amazon fees	Refund Administration Fee	$-0.54		Olivia Ready to Dance!
Mar 29, 2014	102-7078070-6874658	TRU-020114-120-OLIVIADANCEPLUSH	Refund	Amazon fees	Shipping Chargeback	$1.53		Olivia Ready to Dance!
Mar 29, 2014	102-7078070-6874658	TRU-020114-120-OLIVIADANCEPLUSH	Refund	Product charges		$-17.94	1	Olivia Ready to Dance!
Mar 29, 2014	102-7078070-6874658	TRU-020114-120-OLIVIADANCEPLUSH	Refund	Other	Shipping	$-1.53		Olivia Ready to Dance!
Mar 28, 2014	103-0069394-1122632	TRU-030714-1650-FROZEN-ELSA.CASUAL.DRESS	Refund	Amazon fees	Referral Fee on Item Price	$8.23		Disney Frozen Elsa Short Sleeve Shimmer Mesh Tutu Dress - Blue - Size Small (2/4)
Mar 28, 2014	103-0069394-1122632	TRU-030714-1650-FROZEN-ELSA.CASUAL.DRESS	Refund	Amazon fees	Refund Administration Fee	$-1.65		Disney Frozen Elsa Short Sleeve Shimmer Mesh Tutu Dress - Blue - Size Small (2/4)
Mar 28, 2014	103-0069394-1122632	TRU-030714-1650-FROZEN-ELSA.CASUAL.DRESS	Refund	Product charges		$-54.89	1	Disney Frozen Elsa Short Sleeve Shimmer Mesh Tutu Dress - Blue - Size Small (2/4)
Mar 28, 2014	103-0069394-1122632	TRU-030714-1650-FROZEN-ELSA.CASUAL.DRESS	Refund	Promo rebates	Shipping	$4.36		Disney Frozen Elsa Short Sleeve Shimmer Mesh Tutu Dress - Blue - Size Small (2/4)
Mar 28, 2014	103-0069394-1122632	TRU-030714-1650-FROZEN-ELSA.CASUAL.DRESS	Refund	Other	Shipping	$-4.36		Disney Frozen Elsa Short Sleeve Shimmer Mesh Tutu Dress - Blue - Size Small (2/4)
Mar 27, 2014	115-7236802-5660235	MICHAELS-121413-899-BM-AGBIRDIESSEW	Refund	Amazon fees	Referral Fee on Item Price	$4.20		American Girl Crafts Sew and Stuff Kit, Birdies
Mar 27, 2014	115-7236802-5660235	MICHAELS-121413-899-BM-AGBIRDIESSEW	Refund	Amazon fees	Refund Administration Fee	$-0.84		American Girl Crafts Sew and Stuff Kit, Birdies
Mar 27, 2014	115-7236802-5660235	MICHAELS-121413-899-BM-AGBIRDIESSEW	Refund	Product charges		$-28.00	1	American Girl Crafts Sew and Stuff Kit, Birdies
Mar 27, 2014	115-7236802-5660235	MICHAELS-121413-899-BM-AGBIRDIESSEW	Refund	Promo rebates	Shipping	$1.71		American Girl Crafts Sew and Stuff Kit, Birdies
Mar 27, 2014	115-7236802-5660235	MICHAELS-121413-899-BM-AGBIRDIESSEW	Refund	Other	Shipping	$-1.71		American Girl Crafts Sew and Stuff Kit, Birdies
Mar 25, 2014	114-4695045-6649002	L-TRU-020114-298-BUGSBUNNYSMALLPLUSH	Refund	Amazon fees	Referral Fee on Item Price	$2.24		Looney Tunes Small Plush - Bugs Bunny
Mar 25, 2014	114-4695045-6649002	L-TRU-020114-298-BUGSBUNNYSMALLPLUSH	Refund	Amazon fees	Refund Administration Fee	$-0.45		Looney Tunes Small Plush - Bugs Bunny
Mar 25, 2014	114-4695045-6649002	L-TRU-020114-298-BUGSBUNNYSMALLPLUSH	Refund	Product charges		$-14.95	1	Looney Tunes Small Plush - Bugs Bunny
Mar 24, 2014	110-2391456-3041068		Refund	Amazon fees	Shipping Chargeback	$4.08		
Mar 24, 2014	110-2391456-3041068		Refund	Other	Shipping	$-4.08		
Mar 20, 2014	116-8569218-7274624	TGT-02/14-748-FLASHLIGHTFRIEND-UNICORN	Refund	Amazon fees	Referral Fee on Item Price	$2.57		Collections Etc - Flashlight Friends - The Huggable Loveable Child's Flash Light Unicorn
Mar 20, 2014	116-8569218-7274624	TGT-02/14-748-FLASHLIGHTFRIEND-UNICORN	Refund	Amazon fees	Refund Administration Fee	$-0.51		Collections Etc - Flashlight Friends - The Huggable Loveable Child's Flash Light Unicorn
Mar 20, 2014	116-8569218-7274624	TGT-02/14-748-FLASHLIGHTFRIEND-UNICORN	Refund	Amazon fees	Shipping Chargeback	$5.27		Collections Etc - Flashlight Friends - The Huggable Loveable Child's Flash Light Unicorn
Mar 20, 2014	116-8569218-7274624	TGT-02/14-748-FLASHLIGHTFRIEND-UNICORN	Refund	Product charges		$-17.15	1	Collections Etc - Flashlight Friends - The Huggable Loveable Child's Flash Light Unicorn
Mar 20, 2014	116-8569218-7274624	TGT-02/14-748-FLASHLIGHTFRIEND-UNICORN	Refund	Other	Shipping	$-5.27		Collections Etc - Flashlight Friends - The Huggable Loveable Child's Flash Light Unicorn
Mar 13, 2014	116-2671203-9670639	L-KM-022814-700-TENKAI-10504-VALORN/BRAV	Refund	Amazon fees	Referral Fee on Item Price	$4.80		Ionix Tenkai Knights - Action Pack 10504 (Valorn/Bravenwolf/Guardian)
Mar 13, 2014	116-2671203-9670639	L-KM-022814-700-TENKAI-10504-VALORN/BRAV	Refund	Amazon fees	Refund Administration Fee	$-0.96		Ionix Tenkai Knights - Action Pack 10504 (Valorn/Bravenwolf/Guardian)
Mar 13, 2014	116-2671203-9670639	L-KM-022814-700-TENKAI-10504-VALORN/BRAV	Refund	Product charges		$-32.00	1	Ionix Tenkai Knights - Action Pack 10504 (Valorn/Bravenwolf/Guardian)
Mar 8, 2014	116-1771291-0354657	TGT-121913-698-CPTAMERICAVEHICLE	Refund	Amazon fees	Referral Fee on Item Price	$6.74		Marvel Captain America Ultimate Vehicle
Mar 8, 2014	116-1771291-0354657	TGT-121913-698-CPTAMERICAVEHICLE	Refund	Amazon fees	Refund Administration Fee	$-1.35		Marvel Captain America Ultimate Vehicle
Mar 8, 2014	116-1771291-0354657	TGT-121913-698-CPTAMERICAVEHICLE	Refund	Amazon fees	Shipping Chargeback	$12.83		Marvel Captain America Ultimate Vehicle
Mar 8, 2014	116-1771291-0354657	TGT-121913-698-CPTAMERICAVEHICLE	Refund	Product charges		$-44.95	1	Marvel Captain America Ultimate Vehicle
Mar 8, 2014	116-1771291-0354657	TGT-121913-698-CPTAMERICAVEHICLE	Refund	Other	Shipping	$-12.83		Marvel Captain America Ultimate Vehicle
Mar 5, 2014	116-9896580-8384232	KM-011617-75-CREEPYCRAWLER-REFILL-RED	Refund	Amazon fees	Referral Fee on Item Price	$1.31		Creepy Crawlers Bug Refills Assortment 5 - Red
Mar 5, 2014	116-9896580-8384232	KM-011617-75-CREEPYCRAWLER-REFILL-RED	Refund	Amazon fees	Refund Administration Fee	$-0.26		Creepy Crawlers Bug Refills Assortment 5 - Red
Mar 5, 2014	116-9896580-8384232	KM-011617-75-CREEPYCRAWLER-REFILL-RED	Refund	Product charges		$-8.74	1	Creepy Crawlers Bug Refills Assortment 5 - Red
Mar 3, 2014	103-4702091-1621850	SPR-UNK-500-HWMEGAJUMP	Refund	Amazon fees	Referral Fee on Item Price	$1.65		Hot Wheels Mega Jump Track Playset
